name,description,source
煮白石法,七月七日取地榆根，不拘多少陰乾，百日燒爲灰。復取生者，與灰合搗萬下。灰三分，生末一分，合之。若石二、三鬭，以水浸過三寸，以藥入水攪之，煮至石爛可食乃已。（ 仙《神隱書》）,地榆
治婦人經脈不調，或前或後，或多或少，産前胎不安，産後惡血不下，兼治冷熱 落胎下血∶丹參十二兩，酒五升，煮取三升，溫服一升，一日三服。亦可水煮。（《千金方》,丹參十二兩，酒五升，煮取三升，溫服一升，一日三服。亦可水煮。（《千金方》）落胎下血∶丹參十二兩，酒五升，煮取三升，溫服一升，一日三服。亦可水煮。（《千金方》）,丹參
寒疝腹痛,小腹陰中相引痛，白汗出，欲死。以丹參一兩爲末。每服二錢，熱酒調下。（《聖惠方》）小兒身熱，汗出拘急，因中風起。丹參半兩，鼠屎（炒）三十枚。爲末。,丹參
每服 驚痫發熱,丹參摩膏∶用丹參、雷丸各半兩，豬膏二兩。同煎七上七下，濾去滓盛之。,丹參
每 婦人乳癰,丹參、白芷、芍藥各二兩。 咀，以醋腌一夜，豬脂半斤，微火煎成膏，去滓敷之。（孟诜《必效方》）熱油火灼，除痛生肌。丹參八兩锉，以水微調，取羊脂二斤，煎三上三下，以塗瘡上。（《肘後方》）,丹參
紫參湯,治痢下。紫參半斤。水五升，煎二升，入甘草二兩，煎取半升，分三服。（張仲景《金匱玉函》）,紫參
吐血不止,紫參、人參、阿膠（炒）等分。爲末。烏梅湯服一錢。一方去人參，加甘草，以 面上酒刺∶五參丸∶用紫參、丹參、人參、苦參、沙參各一兩。爲末，胡桃仁杵和丸，梧,紫參
消解痘毒,紫草一錢，陳皮五分，蔥白三寸。新汲水煎服。（《直指 封勿洩氣，待溫時服半合，則瘡雖出亦輕。大便利者，勿用。煎服亦可。（《經驗後方》）,紫草
痘毒黑疔,紫草三錢，雄黃一錢。爲末，以胭脂汁調，銀簪挑破，點之極妙。（《集簡方》）,紫草
癰疽便閉,紫草、栝蔞實等分，新水煎服。（《直指方》）,紫草
小兒白秃,紫草煎汁塗之。（《聖惠方》）,紫草
小便卒淋,紫草一兩，爲散，每食前用井華水服二錢。（《聖惠方》）,紫草
産後淋瀝,紫草一兩，爲散，每食前用井華水服二錢。（《産寶》）,紫草
惡蟲咬人,紫草煎油塗之。（《聖惠方》）火黃身熱、午後卻涼，身有赤點，如生黑點者，不可治。宜烙手足心、背心、百會、下廉。,紫草
内服紫草湯,紫草、吳藍各一兩，木香、黃連各半兩。粗搗篩，每服五錢匕，水煎服。,紫草
白頭翁湯,治熱痢下重。用白頭翁二兩，黃連、黃柏、秦皮各三兩。水七升，煮二升，每服一升，不癒更服。婦人産後痢虛極者，加甘草、阿膠各二兩。（仲景《金匱玉函方》）,白頭翁
下痢咽痛,春夏病此，宜用白頭翁、黃連各一兩，木香二兩。水五升，煎一升半，分三服。（《聖惠方》）,白頭翁
陰 偏腫,白頭翁根生者，不限多少，搗敷腫處。一宿當作瘡，二十日癒。（《外台秘要》）,白頭翁
外痔腫痛,白頭翁草，一名野丈人，以根搗塗之，逐血止痛。（《衛生易簡方》）,白頭翁
小兒秃瘡,白頭翁根搗敷，一宿作瘡，半月癒。（《肘後方》）,白頭翁
鼻衄不止,津調白芨末，塗山根上，仍以水服一錢，立止。（《經驗 生編》）,白芨
重舌鵝口,白芨末，乳汁調塗足心。（《聖惠方》）,白芨
婦人陰脫,白芨、川烏頭等分。爲末，絹裹一錢，納陰中，入三寸，腹内熱即止，日用一次。（《廣濟方》）,白芨
疔瘡腫毒,白芨末半錢，以水澄之，去水，攤于濃紙上貼之。（《袖珍方》）,白芨
打跌骨折,酒調白芨末二錢服，其功不減自然銅、古铢錢也。（《永類方》）,白芨
刀斧傷損,白芨、石膏（ ）等分。爲末。摻之，亦可收口。（《濟急方》）,白芨
手足皸裂,白芨末水調塞之。,白芨
湯火傷灼,白芨末，油調敷之。（《趙真人方》）,白芨
吐血衄血,山漆一錢，自嚼，米湯送下。或以五分，加入八核湯。（《瀕湖集簡方》）,三七
赤痢血痢,三七三錢，研末，米泔水調服。即癒。（同上,三七
大腸下血,三七研末，同淡白酒調一、二錢服，三服可癒。加五分入四物湯，亦可。（同上,三七
婦人血崩,三七研末，同淡白酒調一、二錢服，三服可癒。加五分入四物湯，亦可。（同上,三七
産後血多,山漆研末，米湯服一錢。（同上,三七
男婦赤眼，十分重者,以山漆根磨汁，塗四圍。甚妙。（同上）,三七
虎咬蛇傷,山漆研末，米飲服三錢，仍嚼塗之。（并同上）,三七
心經實熱,瀉心湯∶用黃連七錢。水一盞半，煎一盞，食遠溫服。小兒減之。（《和劑局方》）,黃連
猝熱心痛,黃連八錢。 咀，水煎熱服。（《外台秘要》）,黃連
肝火爲痛,黃連（薑汁炒），爲末，粥糊丸梧子大。每服三十丸，白湯下,黃連
左金丸,用黃連六兩，茱萸一兩。同炒爲末，神曲糊丸梧子大。每服三、四十丸，白湯下。（丹溪方）,黃連
蓋小兒之病，不出于疳，則出于熱，常須識此,用豬肚一個（洗淨），宣黃連五兩。切碎，水和，納入肚中縫定，放在五升粳米上，蒸爛，石臼搗千杵，或入少飯同杵，丸綠豆大。每服二十丸，米飲下。仍服調血清心之藥佐之。,黃連
三消骨蒸,黃連末，以冬瓜自然汁浸一夜，曬乾又浸，如此七次，爲末，以冬瓜汁和丸梧子大。每服三、四十丸，大麥湯下。尋常渴，隻一服見效。（《易簡方》）,黃連
消渴尿多,《肘後方》∶用黃連末，蜜丸梧子大。每服三十丸，白湯下。,黃連
崔氏,治消渴，小便滑數如油。黃連五兩，栝蔞根五兩，爲末，生地黃汁丸梧子大。每牛乳下五十丸，日二服。忌冷水、豬肉。《總錄》∶用黃連末，入豬肚内蒸爛，搗丸梧子大，飯 》）,黃連
破傷風病,黃連五錢，酒二盞，煎七分，入黃蠟三錢，溶化熱服之。（高文虎《蓼花洲閒錄》）,黃連
小便白淫,因心腎氣不足，思想無窮所致。黃連、白茯苓等分，爲末，酒糊丸梧子大。每服三十丸，煎補骨脂湯下，日三服。（《普濟方》）,黃連
熱毒血痢,宣黃連一兩。水二升，煮取半升，露一宿，空腹熱服，少卧將息，一二日即止。（《千金方》）赤痢久下，累治不瘥。,黃連
熱毒血痢,隻以雞子白和丸服。（《勝金方》）,黃連
熱毒赤痢,黃連二兩（切，瓦焙令焦），當歸一兩（焙），爲末，入麝香少許。每服二錢，陳米飲下。佛智和尚在閩，以此濟人。（《本事方》）赤白久痢，并無寒熱，隻日久不止。用黃連四十九個，鹽梅七個。入新瓶内，燒煙盡，熱研。每服二錢，鹽米湯下。（楊子建《護命方》）赤白暴痢，如鵝鴨肝者，痛不可忍。用黃連、黃芩各一兩，水二升，煎一升，分三次熱服。（《經驗方》）,黃連
冷熱諸痢,胡洽九盞湯∶治下痢，不問冷熱赤白，谷滞休息久下，悉主之。黃連（長三寸）三十枚（重一兩半），龍骨（如棋子大）四枚（重一兩），大附子一枚，乾薑一兩半，膠一兩半。細切。以水五合著銅器中，去火三寸煎沸，便取下，坐土上，沸止，又上水五合，如此九上九下。納諸藥入水内，再煎沸，輒取下，沸止又上，九上九下，度可得一升，頓服即止。（《圖經本草》）下痢腹痛、赤白痢下，令人下部疼重，故名重下，日夜數十行，臍腹絞痛。以黃連一斤。酒五升，煮取一升半，分再服，當止絞痛也。（《肘後方》）,黃連
治赤白諸痢，裏急後重，腹痛,用宣黃連、青木香等分；搗篩，白蜜丸梧子大。每服二、三十丸，空腹飲下，日再服，其效如神。久冷者，以煨蒜搗和丸之。不拘大人嬰孺皆效。,黃連
治小兒冷熱痢,加煨熟诃子肉。加煨熟肉豆蔻。,黃連
五疳八痢,四治黃連丸∶用連珠黃連一斤（分作四分∶一分用酒浸炒，一分用自然薑汁炒，一分用吳茱萸湯浸炒，一分用益智仁同炒，去益智，研末），白芍藥（酒煮，切焙）四兩，使君子仁（焙）四兩，廣木香二兩，爲末，蒸餅和丸綠豆大。每服三十丸，米飲食前下，日三服。忌豬肉冷水。（《韓氏醫通》）傷寒下痢，不能食者。黃連一斤，烏梅二十枚（去核，炙燥爲末），蠟一棋子大，蜜一升。合煎，和丸梧子大。一服二十丸，日三服,黃連
王 五疳八痢,黃連二兩，熟艾（如鴨子大）一團。水三升，煮取一升，頓服立止。（并《肘後方》）氣痢後重，裏急或下洩。《杜壬方,黃連
薑連散,用宣連一兩，乾薑半兩。各爲末，收。每用連一錢，薑半錢，和勻，空心溫酒下，或米飲下。神妙。《濟生方,黃連
秘傳香連丸,用黃連四兩，木香二兩，生薑四兩。以薑鋪砂鍋底，次鋪連，上鋪香，新汲水三碗，煮焙研，醋調倉米糊爲丸。如常，日服五次。,黃連
濕痢腸風,《百一選方,黃連
治赤白下痢，日夜無度，及腸風下血,用川黃連（去毛）、吳茱萸（湯泡過）各二兩，同炒香，揀出各爲末，以粟米飯和丸梧子大，各收。每服三十丸，赤痢，甘草湯下黃連丸；白痢，薑湯下茱萸丸；赤白痢，各用十五丸，米湯下。此乃浙西河山純老方，救人甚效。《局方,黃連
治脾胃受濕，下痢腹痛，米谷不化,用二味加白芍藥，同炒研，蒸餅和丸服。,黃連
積熱下血,聚金丸∶治腸胃積熱，或因酒毒下血，腹痛作渴，脈弦數。黃連四兩（分作四 面糊丸如梧子大。每服五十丸，米泔浸枳殼水，食前送下。冬月，加酒蒸大黃一兩。（《楊氏家藏方》）,黃連
臟毒下血,黃連爲末，獨頭蒜煨研，和丸梧子大，每空心陳米飲下四十丸。（《濟生方》）,黃連
酒痔下血,黃連（酒浸，煮熟）爲末，酒糊丸梧子大。每服三、四十丸，白湯下,黃連
酒痔下血,用自然薑汁浸焙炒。（《醫學集成》）,黃連
雞冠痔疾,黃連末敷之。加赤小豆末尤良。（《鬭門方》）痔病秘結，用此寬腸。黃連、枳殼等分，爲末，糊丸梧子大。每服五十丸，空心米飲下。,黃連
痢痔脫肛,冷水調黃連末塗之，良。（《經驗良方》）,黃連
脾積食洩,川黃連二兩。爲末。大蒜搗和丸梧子大。每服五十丸，白湯下。（《活人心統 水洩脾洩∶神聖香黃散∶宣連一兩，生薑四兩。同以文火炒至薑脆，各自揀出爲末。水洩，用薑末；脾洩，用連末，每服二錢，空心白湯下。甚者不過二服。亦治痢疾。（《博濟方》）,黃連
吐血不止,黃連一兩搗散。每服一錢，水七分，入豉二十粒，煎至五分，去滓溫服。大人、小兒皆治。（《簡要濟眾方》）,黃連
眼目諸病,《勝金,黃連
黃連丸,用宣連不限多少，捶碎，以新汲水一大碗，浸六十日，綿濾取汁，入原碗内，重湯上熬之，不住攪之，候乾。即穿地坑子可深一尺，以瓦鋪底，將熟艾四兩坐在瓦上，以火燃之。以藥碗覆上，四畔泥封，開孔出煙盡，取刮下，丸小豆大，每甜竹葉湯下十丸。劉禹錫《傳信方,黃連
治男女肝經不足，風熱上攻，頭目昏暗羞明，及障翳青盲,用黃連末一兩，羊子肝一具，去膜，擂爛和丸梧子大。每食後暖漿水吞十四丸，連作五劑，瘥。昔崔承元活一死囚，囚後病死。一旦崔病内障，逾年半夜獨坐，聞階除悉之聲，問之,黃連
答曰,是昔蒙活之囚，今故報恩。遂告以此方而沒。崔服之，不數月，眼復明。,黃連
因傳于世 暴赤眼痛,宣黃連锉，以雞子清浸，置地下一夜，次早濾過，雞羽蘸滴目内,黃連
因傳于世 暴赤眼痛,苦竹兩頭留節，一頭開小孔，入黃連片在内，油紙封，浸井中一夜。次早服竹節内水，加片腦少許，外洗之。,黃連
小兒赤眼,水調黃連末，貼足心，甚妙。（《全幼心鑑》）,黃連
爛弦風眼,黃連十文，槐花、輕粉少許，爲末。男兒乳汁和之，飯上蒸過，帛裹，熨眼上 目猝癢痛∶乳汁浸黃連，頻點 中。,黃連
淚出不止,黃連浸濃汁，漬拭之。（《肘後方》）,黃連
牙痛惡熱,黃連末摻之，立止。（李樓《奇方》）,黃連
口舌生瘡,《肘後》∶用黃連煎酒，時含呷之,黃連
赴筵散,用黃連、乾薑等分，爲末摻之。,黃連
小兒口疳,黃連、蘆荟等分，爲末，每蜜湯服五分。走馬疳，入蟾灰等分，青黛減半，麝香少許。（《簡便方》）小兒鼻 ，鼻下兩道赤色，有疳。以米泔洗淨，用黃連末敷之，日三、四次。（張傑《子母小兒食土∶取好黃土，煎黃連汁搜之，曬乾與食。（姚和眾《童子秘訣》）,黃連
預解胎毒,小兒初生，以黃連煎湯浴之，不生瘡及丹毒,黃連
預解胎毒,未出聲時，以黃連煎汁灌 腹中兒哭∶黃連煎濃汁，母常呷之。（《熊氏補遺》）因驚胎動、出血。取黃連末。酒服方寸匕，日三服。（《子母秘錄》）妊娠子煩，口乾不得卧。黃連末。每服一錢，粥飲下。或酒蒸黃連丸，亦妙。（《婦人良方》）癰疽腫毒，已潰、未潰皆可用。黃連、槟榔等分。爲末。,黃連
中巴豆毒，下利不止,黃連、乾薑等分。爲末。水服方寸匕。（《肘後方》）,黃連
傷寒勞復,身熱，大小便赤如血色。用胡黃連一兩，山梔子二兩（去殼）。入蜜半兩，拌和，炒令微焦爲末，用豬膽汁和丸梧子大。每服十丸，用生薑二片，烏梅一個，童子小便三合，浸半日去滓，食後暖小便令溫吞之，卧時再服，甚效。（蘇頌《圖經本草》）小兒潮熱，往來盜汗。用南番胡黃連、柴胡等分。爲末，煉蜜丸芡子大。每服一丸至五丸，安器中，以酒少許化開，更入水五分，重湯煮二三十沸，和滓服。（孫兆《秘寶方》）,胡黃連
小兒疳熱,肚脹潮熱發焦，不可用大黃、黃芩傷胃之藥，恐生别證,胡黃連
以胡黃連五錢，靈脂 肥熱疳疾,胡黃連丸∶用胡黃連、黃連各半兩，朱砂二錢半。爲末，入豬膽内紮定，以杖子鉤懸于砂鍋内，漿水煮一炊久，取出研爛，入蘆荟、麝香各一分，飯和丸麻子大。每服五、七丸至一、二十丸，米飲下。（錢乙《小兒方訣》）,胡黃連
五心煩熱,胡黃連末，米飲服一錢。,胡黃連
小兒自汗,盜汗，潮熱往來。胡黃連、柴胡等分，爲末，蜜丸芡子大。每用一、二丸，水化開，入酒少許，重湯煮一、二十沸，溫服。（《保幼大全》）,胡黃連
小兒黃膽,胡黃連、川黃連各一兩。爲末，用黃瓜一個，去瓤留蓋，入藥在内合定，面裹煨熟，去面，搗丸綠豆大。每量大小溫水下。（《總微論》）,胡黃連
